prompt,source,score_small,score_large,latency_small,latency_large,small_model,large_model,small_failure
"Given two noun phrases (arguments) and relationship between them, form a sentence that expresses theses arguments with the given relationship.
--------
Question: Relationship: 'win in', Argument/Subject 1: 'obama', Argument/Subject 2: 'iowa'

Answer: Ol Barack Obama won the Iowa Caucus .


Question: Relationship: 'be capital of', Argument/Subject 1: 'cusco', Argument/Subject 2: 'inca'

Answer: Cusco is the ancient capital of Inca empire and is a beautiful , beautiful town .


Question: Relationship: 'be region of', Argument/Subject 1: 'campanium', Argument/Subject 2: 'italy'

Answer:",['flan_v2_niv2'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
My basement was just flooded and I don't know how to get the water out safely.,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"1. (5 points) Write the key generation functions for the AES with different keys size and the RSA key pair
with a key size of 2048 bits. The public and private keys must be stored in files besides the python script
and configuration files.
2. (10 points) For each file extension (e.g. pdf, docx, js, etc) use a different AES key to encrypt the files
with the same extension.
3. (10 points) All the AES encryption keys should be stored in one file named ”aes keys chain.bin”; this
file must be encrypted using a private key.
4. (10 points) The private key must be protected using a password or a passphrase.
5. (10 points) For the file ”aes keys chain.bin”, calculate the hashcode/hashstring of this file using MD5.
Sign the hashcode using the private key. Write the appropriate functions to generate the signature and
verify it.
6. (35 points) Write the appropriate encrypt and decrypt functions to encrypt all the files with selected
extensions located in specific directories based on the configuration files.
7. (20 points) Write an appropriate test script to test these simple encryption services.
8. (20 points (bonus)) Create a VM (Windows or Linux) and add this encryption script to the startup to
run the script on boot",['sharegpt'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
"In this task, you will be given a paragraph of text. Your job is to find all instances of proper nouns and write them out in alphabetical order. A proper noun is a specific name for someone or something and is always capitalized.\nText: There once was a woman named Loretta Lynch who worked as an attorney general. She was very successful in her career and made many decisions that impacted the United States negatively.",['sharegpt'],0.6,1.0,0.2,3.0,mixtral,gpt4,1
"tell me the temperature in celsius, hydrometry rate in percentage, sunshine rate in hours, rainfall in mm, humidity rate in percentage, soil type, type of climate for Campanulate flax seed in bullets 2 words answer in number",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
How do the large trees release carbon dioxide and absorb oxygen through photosynthesis?,['false_qa'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Two analogies that signify affordances are given in the form ""A : B. C : ?"". Affordance is the possibility of an action being done on an object, for example book is an affordance of writing. The phrase ""A : B"" implies that B is an affordance of A. Your task is to replace the question mark (?) with the appropriate affordance of the given action C, following the ""A : B"" relation. Your answer should be a single object without further explanation.
One example is below.
Q: cure : disease. swing : ?
A: sword
Rationale: The given analogy implies that diseases can be cured - an affordance relation. Hence, the appropriate answer for swing is sword, since swords can be swung.
Q: fire : employee. hire : ?
A:",['flan_v2_niv2'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
I have trouble remembering things. Do you have any tips for memorization or to avoid forgetting important things?,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"You need to answer the question 'Are the given steps in order?', given a set of steps describing a process. Your answer must be either Yes or No. If the answer is No, that means the steps are out of order and do not make sense in the order they are in. If the answer is Yes, that means the steps are in order and make sense in the order that they are in. A set of steps are not in order if the steps reference information that is introduced in a later step
One example:  ['The seeds are dispersed by wind, animals, etc', 'The seeds reach the ground', 'Grow into new trees', 'The process repeats itself over and over', 'A tree produces seeds', 'These new trees produce seeds'] 
Solution is here: No
Explanation: These steps are not in order. The first step in this sequence is 'The seeds are dispersed by wind, animals, etc' but the step introducing the seed 'A tree produces seeds' is after the steps referencing the seeds. Therefore, the answer is No

Now, solve this:  ['The passenger gets in line when it's time to board', 'An airline reservation is made', 'The passenger gets off the plane at their destination.', 'The luggage is checked', 'The person boards the plane', 'The passenger goes to their gate', 'The passenger arrives early at the airport', 'The passenger waits in line', 'The passenger shows their identification and gets a boarding pass', 'The plane arrives at the destination'] 
Solution:",['flan_v2_niv2'],0.2,1.0,0.2,3.0,mixtral,gpt4,1
What's the best thing you can say to me?,['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
How can i make an online crush to fall in love with me?,['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
What is the best catalyst to use for NAME_1 synthesis?,['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
Where’s the best place to find a home electricity generator?,['anthropic-hh'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
Create a mobile app tutorial for teaching users how to use online banking.,['evol_instruct'],0.8,1.0,0.2,3.0,mixtral,gpt4,0
"In this task you will be given a claim and a perspective. You should determine whether that perspective supports or undermines the claim. If the perspective could possibly convince someone with different view, it is supporting, otherwise it is undermining.

[EX Q]: claim: Create an international treaty/ban on cyber-attacks.
 perspective: It would never work
[EX A]: undermine

[EX Q]: claim: Transparency is necessary for security.
 perspective: Transparency would make mistakes easier to prevent or identify.
[EX A]: support

[EX Q]: claim: Put taxes/revenue from oil into a trust fund independent of politicians influence.
 perspective: Lack of government funds decreases spending.
[EX A]:",['flan_v2_niv2'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Describe yourself, your function, purpose, design.",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Hi there, I'm NAME_1. Can you pretend to be human and stay in human character throughout our conversation?",['lmsys-chat-1m'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"How can Java code be utilized to demonstrate natural selection according to the evolutionary theory postulated by Charles Darwin? Can you provide more examples of such programs? In one possible scenario, a Java program simulates organisms with varied traits and fitness levels in a population, and then applies selection pressures, such as predators or environmental changes, to observe how the population adapts over time via natural selection. Can you suggest other situations where such simulations might be applicable?",['evol_instruct'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Indicate with `Yes` if the given question involves the provided reasoning `Category`. Indicate with `No`, otherwise. We define five categories of temporal reasoning. First: ""event duration"" which is defined as the understanding of how long events last. For example, ""brushing teeth"", usually takes few minutes. Second: ""transient v. stationary"" events. This category is based on the understanding of whether an event will change over time or not. For example, the sentence ""he was born in the U.S."" contains a stationary event since it will last forever; however, ""he is hungry"" contains a transient event since it will remain true for a short period of time. Third: ""event ordering"" which is the understanding of how events are usually ordered in nature. For example, ""earning money"" usually comes before ""spending money"". The fourth one is ""absolute timepoint"". This category deals with the understanding of when events usually happen. For example, ""going to school"" usually happens during the day (not at 2 A.M). The last category is ""frequency"" which refers to how often an event is likely to be repeated. For example, ""taking showers"" typically occurs ~5 times a week, ""going to Saturday market"" usually happens every few weeks/months, etc.
One example: Sentence: Jack played basketball after school, after which he was very tired. 
Question: How long did Jack play basketball? 
Category: Event Duration.
Solution is here: Yes.
Explanation: The question asks about the duration of playing basketball, therefore it's a ""event duration"" question.

Now, solve this: Sentence: If you have ever heard, """"Eat a good breakfast"""", thats why. 
Question: Can you eat a good breakfast tomorrow? 
Category: Transient v. Stationary.
Solution:",['flan_v2_niv2'],0.2,1.0,0.2,3.0,mixtral,gpt4,1
"Given the text: Q1. Who was the author of ‘Buddha Charita’?
Q3. Who were the first kings to issue gold coins in India?
Q5. Who was the first known Gupta ruler?
Q6. Who was written the ‘Harshacharita’?
Q8. Who built the Khajuraho temples?
Paraphrase the sentence: ""The Buddha Charita was written by Ashvaghosa.""",['ultrachat'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
"Question: Can you swim to Miami from New York?
Answer: The longest distance swam by a person is 139.8 miles. It is over 1,000 miles from New York to Miami.. The answer is: no.


Is Disneyland Paris the largest Disney resort?
Rationale first then the answer.
Disneyland Paris contains two parks, several hotels, and a shopping district. By comparison, Walt Disney World in Florida contains four parks, two waterparks, a shopping district, and many hotels. Disney World is bigger than Disneyland Paris Resort and Disneyland California Resort combined.. The answer is: no.


QUESTION: Does Nintendo's link ever see an astronomer?
Please give rationale first, then the answer.
ANSWER: Link is the main character of the Nintendo franchise 'Zelda"". In ""Legend of Zelda: Majora's Mask"" Link meets an astronomer in an observatory.. The answer is: yes.


Question: Was the 1980 presidential election won by a member of the Grand Old Party?
Answer: The Republican party is nicknamed the Grand Old Party. The 1980 election was won by Ronald Reagan. Reagan was a Republican.. The answer is: yes.


Can you hide a pet macaque under your desk?
Rationale first then the answer.
Macaques grow up to 28 inches in length. A typical desk is 29 to 30 inches from the ground.. The answer is: yes.


Question: Does the Eighth Amendment to the United States Constitution protect freedom of speech?
Answer:",['flan_v2_cot'],1.0,1.0,0.2,3.0,mixtral,gpt4,0
